"","x"
"11409","MLLT4"
"11410","ARL6"
"11411","TRMT2A"
"11412","MEF2C"
"11413","CBFA2T3"
"11414","C1orf200"
"11415","AFF3"
"11416","COG7"
"11417","MYB"
"11418","PLXNA3"
"11419","XRCC2"
"11420","MMS19"
"11421","ST8SIA5"
"11422","CHPT1"
"11423","RPTOR"
"11424","KIAA1712"
"11425","MIR548J"
"11426","ACTR3"
"11427","UGCG"
"11428","ZAP70"
"11429","ZNF485"
"11430","LPP"
"11431","PTPRCAP"
"11432","IL12RB1"
"11433","ATRX"
"11434","CHST8"
"11435","C14orf109"
"11436","ARV1"
"11437","SNORD83A"
"11438","COX5A"
"11439","NMB"
"11440","EIF6"
"11441","GSTA1"
"11442","POLR2L"
"11443","SEMG1"
"11444","MPPED2"
"11445","PPIAL4A"
"11446","TRAF3IP2"
"11447","CHRDL1"
"11448","WNK2"
"11449","LAMA2"
"11450","LILRA4"
"11451","PXT1"
"11452","FOXD4L3"
"11453","RLBP1"
"11454","SLTM"
"11455","APOBEC3D"
"11456","RENBP"
"11457","ATXN7L1"
"11458","NID1"
"11459","TUBGCP3"
"11460","ITIH5"
"11461","CCDC110"
"11462","NBEAL1"
"11463","MGC87042"
"11464","FAM115C"
"11465","HOXC13"
"11466","TFDP2"
"11467","HCP5"
"11468","POLI"
"11469","UCN"
"11470","CPSF4L"
"11471","ZNF764"
"11472","C16orf92"
"11473","LOC100192204"
"11474","C8orf45"
"11475","FHL3"
"11476","NCRNA00230A"
"11477","SPATA5L1"
"11478","MMRN2"
"11479","NDST1"
"11480","NMS"
"11481","COL20A1"
"11482","ZNF248"
"11483","PELP1"
"11484","MBL2"
"11485","RNF41"
"11486","C5orf24"
"11487","THOC5"
"11488","SERINC3"
"11489","C11orf75"
"11490","HIST1H2AA"
"11491","KCNJ18"
"11492","FKBP7"
"11493","STRADB"
"11494","DDOST"
"11495","GPNMB"
"11496","LOC727849"
"11497","TTF2"
"11498","KCNT1"
"11499","SLC39A14"
"11500","NGRN"
"11501","FAM164A"
"11502","GPR137B"
"11503","MECP2"
"11504","NCRNA00284"
"11505","PSMA1"
"11506","C16orf73"
"11507","BCO2"
"11508","CXorf49"
"11509","TMEM60"
"11510","NOS1"
"11511","RAB7L1"
"11512","YBX2"
"11513","HLA-H"
"11514","SNORA5A"
"11515","FUBP3"
"11516","ABCG1"
"11517","ACACA"
"11518","ARL11"
"11519","ATOH1"
"11520","ODF1"
"11521","CREB3L3"
"11522","TMEM127"
"11523","DSCAML1"
"11524","LYPLA1"
"11525","PLN"
"11526","ZNF890P"
"11527","PRDM9"
"11528","LOC100286844"
"11529","INTU"
"11530","LNPEP"
"11531","YARS2"
"11532","APCDD1L"
"11533","ZCCHC4"
"11534","FBXO22"
"11535","TTLL13"
"11536","ZNF669"
"11537","PTGDR"
"11538","CCDC39"
"11539","DDX27"
"11540","GJB6"
"11541","ASB8"
"11542","PLP2"
"11543","COQ7"
"11544","C1orf101"
"11545","RERG"
"11546","CHMP5"
"11547","FAM192A"
"11548","OR56A1"
"11549","THAP11"
"11550","ZNF43"
"11551","ZRANB3"
"11552","KRT13"
"11553","MRPL19"
"11554","RBBP9"
"11555","SPATA17"
"11556","LOC100128081"
"11557","PAFAH1B1"
"11558","MAGEE1"
"11559","OSTF1"
"11560","ZNF321P"
"11561","CNTN4"
"11562","RAP1GAP2"
"11563","ZNF154"
"11564","C3orf64"
"11565","SYT5"
"11566","FLJ10357"
"11567","PON1"
"11568","ATP4A"
"11569","SNAR-D"
"11570","GNPDA1"
"11571","MGAT1"
"11572","SLC35B2"
"11573","PGAP2"
"11574","CHEK1"
"11575","MIER3"
"11576","LOC374443"
"11577","ZNF8"
"11578","LOC388630"
"11579","CKB"
"11580","RTN3"
"11581","INSC"
"11582","FZD2"
"11583","PART1"
"11584","PSMB6"
"11585","MRAP2"
"11586","PCDHB8"
"11587","PHC3"
"11588","NOVA2"
"11589","PPP1R8"
"11590","TNFRSF11B"
"11591","GOLPH3"
"11592","UBLCP1"
"11593","TTLL1"
"11594","LOC100132774"
"11595","LOC646999"
"11596","TLX1NB"
"11597","ZPBP2"
"11598","HSD17B11"
"11599","C9orf50"
"11600","KIF18B"
"11601","HDGFL1"
"11602","DHDDS"
"11603","CTSW"
"11604","NEFM"
"11605","TNNC2"
"11606","DEM1"
"11607","MRPL28"
"11608","SYN1"
"11609","LOC641298"
"11610","PIGV"
"11611","ZIM2"
"11612","SNORA63"
"11613","APBB1"
"11614","SND1"
"11615","C1orf123"
"11616","B4GALT1"
"11617","CHD3"
"11618","RNASE2"
"11619","BCAP31"
"11620","SLC25A44"
"11621","CLDN22"
"11622","CHD6"
"11623","SELS"
"11624","LOC541471"
"11625","LOC728377"
"11626","FAT2"
"11627","LOC646329"
"11628","ZNF81"
"11629","NCRNA00116"
"11630","LRRC4"
"11631","OR52I1"
"11632","CS"
"11633","N4BP2"
"11634","ZNF318"
"11635","IGFBP7"
"11636","NDNL2"
"11637","ZNF609"
"11638","SIRT4"
"11639","MIR1244-3"
"11640","POTEE"
"11641","GOLGA6D"
"11642","EXOSC10"
"11643","ECE2"
"11644","OVGP1"
"11645","FAM194B"
"11646","GTPBP3"
"11647","PACS2"
"11648","ARL4C"
"11649","UBQLNL"
"11650","ATG4B"
"11651","RHOXF2B"
"11652","PLEKHG2"
"11653","GAGE13"
"11654","NCEH1"
"11655","AQP4"
"11656","GALR1"
"11657","FBRSL1"
"11658","C16orf81"
"11659","DCUN1D3"
"11660","MIR4297"
"11661","PAN2"
"11662","CCRN4L"
"11663","OR8A1"
"11664","CBR4"
"11665","KIFC1"
"11666","SLC7A14"
"11667","POC5"
"11668","LHX5"
"11669","F8A3"
"11670","TRPC7"
"11671","LPXN"
"11672","SERPINA1"
"11673","LOC285441"
"11674","RPS13"
"11675","PRKAA1"
"11676","FADS2"
"11677","LOC286135"
"11678","ENAH"
"11679","C3orf33"
"11680","FCGR1B"
"11681","LIPH"
"11682","CYP4F3"
"11683","RCC2"
"11684","ALDH1A2"
"11685","RNF103"
"11686","AHCY"
"11687","LOC440461"
"11688","ALG12"
"11689","CCL17"
"11690","ZNF543"
"11691","ESRRG"
"11692","C7orf70"
"11693","CNGA1"
"11694","ISPD"
"11695","OTX1"
"11696","RDH5"
"11697","PTGFR"
"11698","CDR2"
"11699","NLGN2"
"11700","EXOSC9"
"11701","ZNF566"
"11702","GPR12"
"11703","KIAA0196"
"11704","FAR2"
"11705","PCDHA2"
"11706","PDRG1"
"11707","SSR3"
"11708","MSI1"
"11709","CC2D1A"
"11710","CST9"
"11711","PLAGL1"
"11712","PCDHA11"
"11713","SNORA13"
"11714","FAM188A"
"11715","ZNF778"
"11716","RNF2"
"11717","KLF6"
"11718","THBD"
"11719","NR5A1"
"11720","DNAJC7"
"11721","TM2D3"
"11722","CLEC4C"
"11723","PLAC2"
"11724","FAAH"
"11725","POLA1"
"11726","TM7SF2"
"11727","FLOT2"
"11728","MAP4K1"
"11729","SRP68"
"11730","ARPC5"
"11731","ZDHHC4"
"11732","HECW2"
"11733","LOC100190939"
"11734","ANKRD42"
"11735","ABCA8"
"11736","PDE9A"
"11737","NDUFS2"
"11738","UBR5"
"11739","LOC100302652"
"11740","BTBD16"
"11741","LOC100289410"
"11742","ZNF20"
"11743","METTL10"
"11744","KCNQ1OT1"
"11745","WDR17"
"11746","C15orf33"
"11747","RNF113A"
"11748","CAMKK1"
"11749","NHP2"
"11750","CLCN2"
"11751","ANXA6"
"11752","HIST2H2AA4"
"11753","EMID1"
"11754","DPM3"
"11755","C22orf42"
"11756","SLC25A13"
"11757","SMPD1"
"11758","KRT24"
"11759","TH"
"11760","COL6A2"
"11761","TMEM132C"
"11762","ANKS1B"
"11763","GPR126"
"11764","ZC3H12A"
"11765","TMEM47"
"11766","MFSD2A"
"11767","C1orf88"
"11768","C2orf51"
"11769","CNTF"
"11770","HSF2BP"
"11771","AKAP10"
"11772","RPAP3"
"11773","KLHDC8B"
"11774","STOM"
"11775","C10orf72"
"11776","PLEKHA3"
"11777","LOC283335"
"11778","TCP11L1"
"11779","CWF19L1"
"11780","ROCK1P1"
"11781","ARPP19"
"11782","SPEF1"
"11783","BOLA2"
"11784","DCDC2B"
"11785","YSK4"
"11786","ELN"
"11787","SAMD8"
"11788","MPI"
"11789","MEPCE"
"11790","LNP1"
"11791","ABCC3"
"11792","RRAGA"
"11793","HLA-DMB"
"11794","KCNK17"
"11795","ANGEL1"
"11796","CPN1"
"11797","HLA-A"
"11798","EDNRB"
"11799","SDHAP1"
"11800","SCD"
"11801","C14orf80"
"11802","FAM167A"
"11803","BAGE2"
"11804","RCVRN"
"11805","ZNF518A"
"11806","SHANK1"
"11807","NLRP7"
"11808","CD226"
"11809","UBXN10"
"11810","STAT3"
"11811","SYNJ2"
"11812","WDR36"
"11813","TPCN2"
"11814","KRTAP10-6"
"11815","MBD4"
"11816","ST3GAL6"
"11817","ROBO1"
"11818","ATN1"
"11819","LOC113230"
"11820","GPR141"
"11821","KRT36"
"11822","TPH1"
"11823","ZSCAN29"
"11824","DDX52"
"11825","TRPT1"
"11826","SNORD116-14"
"11827","ZNF296"
"11828","HARBI1"
"11829","NOP16"
"11830","DPEP3"
"11831","TSPAN16"
"11832","DENND4A"
"11833","PTCHD2"
"11834","CAP1"
"11835","EIF5A2"
"11836","NT5DC3"
"11837","SEZ6L2"
"11838","41161"
"11839","EGFLAM"
"11840","VPS11"
"11841","NDUFB5"
"11842","CIDEA"
"11843","TMEM214"
"11844","LOC100303749"
"11845","FAM83C"
"11846","IER5L"
"11847","N6AMT1"
"11848","IRX1"
"11849","OXR1"
"11850","DGKB"
"11851","FBXW9"
"11852","WDR4"
"11853","VPS33B"
"11854","HEXB"
"11855","MIR24-1"
"11856","TCEB3"
"11857","CRLF1"
"11858","ABI3BP"
"11859","LOC100128023"
"11860","PRR15L"
"11861","PYCR1"
"11862","CDK5R2"
"11863","WAS"
"11864","C12orf60"
"11865","CCBL2"
"11866","MADD"
"11867","C5orf34"
"11868","C7orf65"
"11869","KLF12"
"11870","MIR4306"
"11871","HSPA1A"
"11872","ITM2C"
"11873","DAPK2"
"11874","SUMF2"
"11875","CENPA"
"11876","TMED5"
"11877","TCTEX1D2"
"11878","CDH6"
"11879","BRP44"
"11880","GSTT2"
"11881","THG1L"
"11882","GABRA2"
"11883","C14orf166"
"11884","MYL1"
"11885","TNFSF18"
"11886","PPIB"
"11887","SCARNA11"
"11888","KLHL4"
"11889","SFN"
"11890","CCDC127"
"11891","PLSCR5"
"11892","GOLGA5"
"11893","SDCCAG1"
"11894","C10orf95"
"11895","C1orf163"
"11896","SNHG7"
"11897","HAS2AS"
"11898","LACE1"
"11899","PYDC2"
"11900","LOC642006"
"11901","CENPN"
"11902","OR10K2"
"11903","TMED2"
"11904","ANG"
"11905","C2orf76"
"11906","ATG13"
"11907","LOC678655"
"11908","C16orf88"
"11909","U2AF1"
"11910","CASC2"
"11911","NMT2"
"11912","OSGEPL1"
"11913","DFNB31"
"11914","SLC6A20"
"11915","DKC1"
"11916","WDR64"
"11917","FXYD4"
"11918","CREBZF"
"11919","DAZ1"
"11920","NSUN5P1"
"11921","PRPSAP1"
"11922","GCHFR"
"11923","TTC7A"
"11924","UBD"
"11925","S100A1"
"11926","RPL6"
"11927","DNAJB6"
"11928","NAGS"
"11929","C2orf58"
"11930","KERA"
"11931","RFX8"
"11932","FRMPD2"
"11933","LOC641518"
"11934","UBE2B"
"11935","MT1X"
"11936","KEAP1"
"11937","MST1"
"11938","OMA1"
"11939","BCL2L13"
"11940","ABLIM2"
"11941","TCF24"
"11942","JAZF1"
"11943","CCDC30"
"11944","CCT6P3"
"11945","TMEM63B"
"11946","S100A8"
"11947","MIR1248"
"11948","LOC100129427"
"11949","ARFIP2"
"11950","UROS"
"11951","TRAPPC10"
"11952","KHDRBS2"
"11953","FAM173A"
"11954","POLQ"
"11955","SPAG4"
"11956","SOAT1"
"11957","MRPS30"
"11958","LOC494141"
"11959","HSFX2"
"11960","LOC100132396"
"11961","LOC100132963"
"11962","OR2T11"
"11963","ZNF184"
"11964","TCEB3B"
"11965","ORAOV1"
"11966","ADAM21"
"11967","SPINLW1"
"11968","GDPD1"
"11969","KCTD9"
"11970","PRR14"
"11971","HCG4P6"
"11972","PABPC4L"
"11973","PRR11"
"11974","SKA1"
"11975","NUDT3"
"11976","HIST1H4K"
"11977","DFNA5"
"11978","GABPA"
"11979","SNORA11"
"11980","ZNF260"
"11981","POLB"
"11982","SPACA5B"
"11983","PTAR1"
"11984","LOC100303728"
"11985","SEC31A"
"11986","TRIM58"
"11987","IGJ"
"11988","TAS2R14"
"11989","VPS8"
"11990","H1F0"
"11991","UGT2A1"
"11992","TOR1B"
"11993","LSS"
"11994","HNRNPC"
"11995","TMEM100"
"11996","OR51M1"
"11997","CCDC142"
"11998","ISG15"
"11999","ZCCHC14"
"12000","CREBL2"
"12001","TGDS"
"12002","SNORD125"
"12003","CACNA2D3"
"12004","ZNF429"
"12005","TPRA1"
"12006","DGKK"
"12007","LYPD6"
"12008","SUCLG1"
"12009","LOC100499194"
"12010","LOC100129827"
"12011","OR51I1"
"12012","MAGEH1"
"12013","PRPF40A"
"12014","THAP2"
"12015","SPINK2"
"12016","C21orf54"
"12017","IRF4"
"12018","NPY5R"
"12019","SPESP1"
"12020","DTD1"
"12021","TUBE1"
"12022","CCDC149"
"12023","DDX19A"
"12024","PDPN"
"12025","MIR423"
"12026","TTTY16"
"12027","PLCXD1"
"12028","COL3A1"
"12029","MGAM"
"12030","GFM2"
"12031","PHRF1"
"12032","LIPM"
"12033","C8orf85"
"12034","ARHGEF11"
"12035","IVNS1ABP"
"12036","SIGIRR"
"12037","VCX3B"
"12038","DUSP19"
"12039","DNAJC14"
"12040","ACSS1"
"12041","UBXN8"
"12042","IL1RAPL2"
"12043","41156"
"12044","LANCL3"
"12045","LOC339822"
"12046","SPAG17"
"12047","HNF1A"
"12048","PRDX3"
"12049","P4HA2"
"12050","MOV10"
"12051","RFWD3"
"12052","SMC2"
"12053","PECAM1"
"12054","LOC283194"
"12055","TMEM9"
"12056","MIXL1"
"12057","ZNF174"
"12058","FAM86A"
"12059","PEX2"
"12060","CCR8"
"12061","LOC80154"
"12062","MYH14"
"12063","CC2D2A"
"12064","VPS37C"
"12065","B3GNT8"
"12066","GPATCH1"
"12067","TBX4"
"12068","MIR636"
"12069","CNR2"
"12070","VWDE"
"12071","PCDH1"
"12072","TPRG1"
"12073","OCIAD2"
"12074","PLCG2"
"12075","MAGEA2B"
"12076","HRH3"
"12077","KIAA0247"
"12078","CAPN13"
"12079","CCR1"
"12080","UVRAG"
"12081","DNAJA2"
"12082","CLDN5"
"12083","ITGA2B"
"12084","PTPRN2"
"12085","ZNF512"
"12086","PSAP"
"12087","CCDC140"
"12088","LRRC55"
"12089","NCS1"
"12090","PRR21"
"12091","CYP26C1"
"12092","C8orf47"
"12093","LYN"
"12094","DUSP6"
"12095","LOC391322"
"12096","TGFB3"
"12097","DEFB109P1B"
"12098","ELK1"
"12099","PCDH11Y"
"12100","HGD"
"12101","C17orf58"
"12102","SERPINE2"
"12103","AARSD1"
"12104","MYO3A"
"12105","C14orf73"
"12106","C8orf80"
"12107","LOC100128239"
"12108","ADAM33"
"12109","ZNF491"
"12110","MAPK6"
"12111","PPAN-P2RY11"
"12112","SLC24A6"
"12113","UBE2R2"
"12114","RNFT1"
"12115","LRRC24"
"12116","H1FNT"
"12117","TATDN2"
"12118","C11orf90"
"12119","LILRB1"
"12120","FAM65B"
"12121","BEND2"
"12122","NUCB2"
"12123","SNX27"
"12124","MTA3"
"12125","FOXO4"
"12126","ID4"
"12127","SOX5"
"12128","OR52M1"
"12129","SFT2D3"
"12130","INA"
"12131","MCOLN1"
"12132","NFIX"
"12133","CLEC14A"
"12134","FLJ43950"
"12135","HIBCH"
"12136","PLA2G5"
"12137","TIMM10"
"12138","FAM90A10"
"12139","IL9R"
"12140","MED17"
"12141","COL4A4"
"12142","TPP1"
"12143","GJA3"
"12144","LOC729156"
"12145","TMPRSS5"
"12146","AADACL3"
"12147","DNMBP"
"12148","ENPP5"
"12149","NQO1"
"12150","ZSCAN2"
"12151","SEC24C"
"12152","GTF2A1L"
"12153","AXIN2"
"12154","MIR1298"
"12155","C16orf13"
"12156","TAF1"
"12157","SPNS2"
"12158","CT47A8"
"12159","PION"
"12160","AP1G2"
"12161","RBM42"
"12162","HCN2"
"12163","EFHB"
"12164","RUSC1"
"12165","GRIK5"
"12166","USP21"
"12167","SNORD38A"
"12168","ATAD3C"
"12169","ORMDL2"
"12170","GGT7"
"12171","FAM177B"
"12172","ACSM4"
"12173","PSAT1"
"12174","TBC1D1"
"12175","OTOS"
"12176","ZNF773"
"12177","EMD"
"12178","APH1A"
"12179","CCL8"
"12180","SLC6A19"
"12181","COX18"
"12182","CCDC82"
"12183","GTF2IRD2"
"12184","LOC100306951"
"12185","PAFAH2"
"12186","NPEPL1"
"12187","TP53INP1"
"12188","ZNF300"
"12189","FOXL2"
"12190","FDXACB1"
"12191","LATS1"
"12192","HTR6"
"12193","MIR26A2"
"12194","SPOCK2"
"12195","RNF144B"
"12196","HTATIP2"
"12197","FAM27C"
"12198","FGF2"
"12199","FXYD7"
"12200","SNORA74B"
"12201","PHYHIPL"
"12202","GPR34"
"12203","DDX6"
"12204","C15orf53"
"12205","LHFPL1"
"12206","VPS28"
"12207","AP3M1"
"12208","TRAF4"
"12209","ZNF460"
"12210","C19orf12"
"12211","AKAP9"
"12212","HNRNPAB"
"12213","KRTAP10-3"
"12214","SLC20A1"
"12215","LDB2"
"12216","MRPS23"
"12217","KLK5"
"12218","SPTB"
"12219","LOC100216545"
"12220","PGAP3"
"12221","EFEMP2"
"12222","EFNB2"
"12223","PCM1"
"12224","FAM23A"
"12225","NMNAT3"
"12226","TSG101"
"12227","C8orf40"
"12228","NOB1"
"12229","ABHD3"
"12230","GTF3C4"
"12231","PIGN"
"12232","AEBP1"
"12233","GALNTL1"
"12234","SHISA9"
"12235","PLBD1"
"12236","ABCA17P"
"12237","ANKRD2"
"12238","OR9Q1"
"12239","CCL28"
"12240","TRIM38"
"12241","TMCC1"
"12242","LOC100192379"
"12243","PLEC"
"12244","SMG5"
"12245","LRRC7"
"12246","CYCSP52"
"12247","NCAPD2"
"12248","SLC25A6"
"12249","C1orf74"
"12250","DCP2"
"12251","OTUD6A"
"12252","GLYR1"
"12253","RPL18"
"12254","TMEM177"
"12255","LRRC37A3"
"12256","C1D"
"12257","LDHC"
"12258","SNHG8"
"12259","UBE4B"
"12260","PAPL"
"12261","NIT1"
"12262","BTN3A3"
"12263","RASD1"
"12264","COMMD3"
"12265","SHFM1"
"12266","LOC643837"
"12267","DUT"
"12268","SSX2B"
"12269","C12orf51"
"12270","LRRC59"
"12271","LY6H"
"12272","LARP1B"
"12273","EDEM1"
"12274","COL6A4P1"
"12275","NCRNA00032"
"12276","OR2L8"
"12277","ADH1A"
"12278","PANX2"
"12279","CYP11B1"
"12280","CDC73"
"12281","ANGPTL6"
"12282","GPR172A"
"12283","GSTM3"
"12284","ZNF280B"
"12285","LOC150992"
"12286","C19orf54"
"12287","EIF3L"
"12288","SPRY3"
"12289","KCNA5"
"12290","SERAC1"
"12291","NFATC2"
"12292","ANAPC5"
"12293","C15orf24"
"12294","NFATC2IP"
"12295","TNRC6C"
"12296","CCDC144NL"
"12297","FAM55B"
"12298","FGD5"
"12299","MED9"
"12300","KRT16P3"
"12301","RAB13"
"12302","USP17"
"12303","CRYGS"
"12304","C12orf53"
"12305","LOC283693"
"12306","COX6B2"
"12307","PHF14"
"12308","LOC642587"
"12309","FAM3A"
"12310","RPL13"
"12311","PRDX2"
"12312","KCTD19"
"12313","PRMT3"
"12314","GCNT4"
"12315","GPRASP1"
"12316","CDKN1C"
"12317","RHBDL2"
"12318","HSPH1"
"12319","AQP1"
"12320","COL17A1"
"12321","GFAP"
"12322","LOC344967"
"12323","LOC402778"
"12324","CDC16"
"12325","C6orf118"
"12326","KIAA1614"
"12327","KIF24"
"12328","ZSWIM5"
"12329","FAM83F"
"12330","UBA2"
"12331","SNAR-A14"
"12332","LYNX1"
"12333","XG"
"12334","SYNPR"
"12335","KIF13B"
"12336","PRSS16"
"12337","SUGP2"
"12338","KRTAP4-1"
"12339","LOC339535"
"12340","PCDH9"
"12341","HIST1H2AH"
"12342","RBM18"
"12343","ZNF626"
"12344","HEXIM2"
"12345","ITFG1"
"12346","TUBG2"
"12347","MIRLET7D"
"12348","ARHGEF33"
"12349","IGFL3"
"12350","EXTL1"
"12351","CT47A3"
"12352","WDR5"
"12353","GBP3"
"12354","MIR324"
"12355","RARG"
"12356","CECR6"
"12357","MYO7A"
"12358","SFRS18"
"12359","H2AFB2"
"12360","ACVR1B"
"12361","PSMD1"
"12362","C7orf31"
"12363","ILVBL"
"12364","SNORD56"
"12365","C11orf36"
"12366","C9orf170"
"12367","RNF186"
"12368","IFNGR1"
"12369","NOL9"
"12370","MAGEL2"
"12371","SLC29A2"
"12372","RNF219"
"12373","NHSL1"
"12374","RBMX"
"12375","PSORS1C2"
"12376","RAD51L3"
"12377","ORAI2"
"12378","CDC123"
"12379","MSLN"
"12380","ZNF700"
"12381","WWTR1"
"12382","UBE2Q2P3"
"12383","COBL"
"12384","PPP1R16B"
"12385","GAS7"
"12386","HAAO"
"12387","MDN1"
"12388","HLA-DRB1"
"12389","C9orf68"
"12390","TNFAIP2"
"12391","FOXN1"
"12392","RPL41"
"12393","ATP6V0D2"
"12394","OR2T3"
"12395","SLC38A1"
"12396","ARHGAP6"
"12397","CRSP8P"
"12398","ADAD2"
"12399","PHF20L1"
"12400","MCM3AP"
"12401","ST3GAL3"
"12402","SNX1"
"12403","ELF5"
"12404","PARP3"
"12405","RBM8A"
"12406","ITGA9"
"12407","LINGO4"
"12408","ZFR"
"12409","NCRNA00086"
"12410","FAM190A"
"12411","ACSL6"
"12412","DAOA"
"12413","FABP4"
"12414","KCNB1"
"12415","CANX"
"12416","SLC25A28"
"12417","ADIPOR2"
"12418","TMEM150A"
"12419","LOC400891"
"12420","ECHDC2"
"12421","FAM25G"
"12422","FRZB"
"12423","DMRTB1"
"12424","PABPC1"
"12425","APOBEC3G"
"12426","CATSPER2"
"12427","CUEDC1"
"12428","STARD9"
"12429","CLDN8"
"12430","LOC440839"
"12431","RP9P"
"12432","MYPOP"
"12433","LOC220594"
"12434","E2F6"
"12435","TMEM126B"
"12436","DPY19L4"
"12437","GIMAP5"
"12438","CTPS2"
"12439","NDUFA9"
"12440","EGLN3"
"12441","LOC221442"
"12442","PITX3"
"12443","FBXO45"
"12444","OR52E8"
"12445","MRPL42P5"
"12446","TRIM64"
"12447","SHISA2"
"12448","GRM4"
"12449","KLK1"
"12450","GPM6B"
"12451","RRAGD"
"12452","PAGE5"
"12453","UCHL5"
"12454","ULK3"
"12455","WDR86"
"12456","AIM2"
"12457","PNO1"
"12458","SNORD74"
"12459","GNAT2"
"12460","ZBTB44"
"12461","TIMP2"
"12462","ST13"
"12463","SIX1"
"12464","ZMAT4"
"12465","MIR345"
"12466","TECRL"
"12467","RGPD8"
"12468","GTF2IRD1"
"12469","OCM"
"12470","ZNF19"
"12471","TRAPPC2P1"
"12472","ZNF714"
"12473","RSC1A1"
"12474","C9orf80"
"12475","PSMA8"
"12476","TMEM141"
"12477","COX4I1"
"12478","CTAGE1"
"12479","DTWD1"
"12480","HSD11B1"
"12481","KRT6B"
"12482","OR14C36"
"12483","SUMO4"
"12484","ARID4B"
"12485","LHFPL3"
"12486","WWP2"
"12487","ZNF326"
"12488","CSAG2"
"12489","CTSH"
"12490","RGPD1"
"12491","FASTKD1"
"12492","PAF1"
"12493","TTC9C"
"12494","IFT57"
"12495","IL20RB"
"12496","PRSS36"
"12497","ZNF592"
"12498","CFP"
"12499","DCTD"
"12500","MFNG"
"12501","ROBLD3"
"12502","ALDH3B1"
"12503","THSD4"
"12504","KCNJ5"
"12505","LRRIQ4"
"12506","LMNA"
"12507","TBCD"
"12508","ZNF250"
"12509","CASQ2"
"12510","SNORD45A"
"12511","PEG10"
"12512","PRAME"
"12513","TRIM59"
"12514","ZNF12"
"12515","SRSF5"
"12516","LOC221122"
"12517","NCRNA00257"
"12518","SIGLEC7"
"12519","FAM70A"
"12520","PANK4"
"12521","SNED1"
"12522","HIP1"
"12523","RAET1E"
"12524","AHNAK2"
"12525","AMAC1L2"
"12526","TOE1"
"12527","RNU12"
"12528","SPRYD3"
"12529","RECQL4"
"12530","DPAGT1"
"12531","MAGED2"
"12532","TRPS1"
"12533","ANKRD55"
"12534","DOK7"
"12535","LRRC37A"
"12536","TFPI2"
"12537","GTF2H3"
"12538","CYP4F11"
"12539","ATG16L1"
"12540","LHX2"
"12541","PTH1R"
"12542","ASB12"
"12543","C1orf116"
"12544","NF2"
"12545","POM121"
"12546","PHYHD1"
"12547","TMEM90B"
"12548","C3orf78"
"12549","TXNDC17"
"12550","TRNP1"
"12551","NUP62"
"12552","ZFP57"
"12553","MYO18B"
"12554","PRAMEF1"
"12555","ST7OT1"
"12556","RSPH9"
"12557","TMEM168"
"12558","FJX1"
"12559","CLCF1"
"12560","SEPN1"
"12561","NUDCD1"
"12562","LOC100188947"
"12563","LOC440910"
"12564","TFF3"
"12565","CHCHD4"
"12566","NDFIP1"
"12567","TNR"
"12568","CUTA"
"12569","USP44"
"12570","DPP10"
"12571","IWS1"
"12572","SULT1C4"
"12573","PCGF1"
"12574","PTPN13"
"12575","SSTR5"
"12576","PPP4R4"
"12577","SFRP1"
"12578","SUOX"
"12579","IDH3B"
"12580","GOLT1B"
"12581","MIB1"
"12582","PCDHGB1"
"12583","C17orf51"
"12584","SUSD1"
"12585","ICAM5"
"12586","PAPOLB"
"12587","URM1"
"12588","PRHOXNB"
"12589","CXorf30"
"12590","TMEM106B"
"12591","LRIG2"
"12592","SLC27A5"
"12593","CLIC6"
"12594","LOC100129931"
"12595","ZNF420"
"12596","SCN9A"
"12597","IFITM4P"
"12598","LOC730101"
"12599","ELMOD1"
"12600","PRKAG1"
"12601","FAM64A"
"12602","EEF1G"
"12603","SMAD5"
"12604","INCENP"
"12605","WASF2"
"12606","GARS"
"12607","CDK10"
"12608","HLX"
"12609","MDM4"
"12610","ZNRF1"
"12611","C2CD4A"
"12612","FAM21C"
"12613","ZNF200"
"12614","HIST2H3C"
"12615","PFDN2"
"12616","NDN"
"12617","FBLN5"
"12618","HBA2"
"12619","PUM1"
"12620","TNNT1"
"12621","LIMS3-LOC440895"
"12622","RAB7A"
"12623","SNORA36C"
"12624","CHKB-CPT1B"
"12625","PMS2"
"12626","HELQ"
"12627","MIR663B"
"12628","BIRC3"
"12629","NRSN2"
"12630","OR52K2"
"12631","LIPT2"
"12632","SPOCK1"
"12633","DCAF8"
"12634","H2AFY"
"12635","ZNF833P"
"12636","ZNF638"
"12637","RXRB"
"12638","LOC440028"
"12639","ANKRD45"
"12640","ACTN4"
"12641","PCNXL3"
"12642","FXC1"
"12643","LOC653566"
"12644","EIF2B5"
"12645","VPS33A"
"12646","PINK1"
"12647","FAM106A"
"12648","FLJ34208"
"12649","GAPDHS"
"12650","CNTNAP1"
"12651","MUM1L1"
"12652","PSTPIP1"
"12653","CYP26A1"
"12654","APOL2"
"12655","TACC2"
"12656","COX7A2L"
"12657","HSD17B1"
"12658","ARRB2"
"12659","SLC7A6"
"12660","RMRP"
"12661","HSD17B10"
"12662","NUP155"
"12663","LOC342346"
"12664","PLA2G2C"
"12665","MRPL10"
"12666","CYCS"
"12667","TECTA"
"12668","SNORD19B"
"12669","CCDC46"
"12670","PMS2L4"
"12671","GNAL"
"12672","ID2B"
"12673","SNAR-C4"
"12674","LPO"
"12675","KIAA0895L"
